championId,championName,item0,item1,item2,item3,item4,item5,spell1,spell2,perk0,perk1,perk2,perk3,perk4,perk5,role,lane,win
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
